pwsId,year,analyteCode,pwsName,countyServed,cityServed,waterSource,mean,max,populationServed,fips,
"1130013","2013","Nitrate","Rush City","Chisago","Rush City","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","3079","27025"
"1130021","2013","Nitrate","Shorewood Park","Chisago","Rush City","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","80","27025"
"1130014","2013","Nitrate","Shafer","Chisago","Shafer","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","1045","27025"
"1130016","2013","Nitrate","Stacy","Chisago","Stacy","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","1426","27025"
"1130017","2013","Nitrate","Taylors Falls","Chisago","Taylors Falls","Groundwater","1.25 mg/L","1.7 mg/L","967","27025"
"1130018","2013","Nitrate","Wyoming","Chisago","Wyoming","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","3540","27025"
"1130019","2013","Nitrate","Birchwood Terrace","Chisago","Wyoming","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","200","27025"
"1130020","2013","Nitrate","River Bend Mobile Home Park, Inc.","Chisago","Wyoming","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","100","27025"
"1130024","2013","Nitrate","Liberty Ponds Development","Chisago","Wyoming","Groundwater","null","null","45","27025"
"1140001","2013","Nitrate","Barnesville","Clay","Barnesville","Groundwater","0.46 mg/L","0.46 mg/L","2600","27027"
"1140002","2013","Nitrate","Comstock","Clay","Comstock","Groundwater","0.05 mg/L","0.05 mg/L","95","27027"
"1140003","2013","Nitrate","Dilworth","Clay","Dilworth","Purchased Surface Water","0.21 mg/L","0.21 mg/L","4024","27027"
"1140012","2013","Nitrate","Felton","Clay","Felton","Groundwater","0.34 mg/L","0.34 mg/L","171","27027"
"1140014","2013","Nitrate","Georgetown","Clay","Georgetown","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","100","27027"
